"","name","id","wmc","dit","noc","cbo","rfc","lcom","npm","loc","bug"
"298","org.apache.poi.hssf.record.BOFRecord",298,21,2,0,8,33,148,19,286,3
"263","org.apache.poi.hssf.record.EndSubRecord",263,9,3,0,11,16,36,7,70,1
"74","org.apache.poi.util.LongField",74,11,1,0,5,21,9,11,92,0
"337","org.apache.poi.ddf.EscherSimpleProperty",337,8,2,3,13,24,0,8,121,1
"325","org.apache.poi.hpsf.TypeWriter",325,9,1,0,9,27,36,9,204,0
"109","org.apache.poi.hssf.record.SSTRecordSizeCalculator",109,2,1,0,4,7,0,2,46,0
"25","org.apache.poi.hpsf.wellknown.SectionIDMap",25,8,3,0,5,15,26,7,295,1
"323","org.apache.poi.hssf.util.CellReference",323,12,1,0,6,32,34,9,346,1
"149","org.apache.poi.hssf.record.WriteAccessRecord",149,10,2,0,9,26,33,8,148,2
"301","org.apache.poi.hssf.record.SeriesToChartGroupRecord",301,11,2,0,6,22,35,9,122,1
"195","org.apache.poi.hssf.record.formula.DeletedArea3DPtg",195,2,3,0,3,4,1,2,12,0
"290","org.apache.poi.hssf.record.MMSRecord",290,12,2,0,6,21,54,10,122,1
"292","org.apache.poi.hssf.record.StringRecord",292,15,2,0,10,32,53,12,209,3
"67","org.apache.poi.hssf.record.IndexRecord",67,18,2,0,7,40,103,16,301,1
"273","org.apache.poi.hssf.record.PageBreakRecord",273,16,2,2,8,43,96,14,457,1
"144","org.apache.poi.poifs.dev.POIFSViewable",144,4,1,0,6,4,6,4,4,0
"190","org.apache.poi.poifs.filesystem.DocumentInputStream",190,13,2,0,12,23,0,11,271,0
"36","org.apache.poi.hssf.util.RangeAddress",36,30,1,0,3,53,331,24,773,1
"247","org.apache.poi.hssf.record.MergeCellsRecord",247,14,2,0,7,37,35,12,335,1
"134","org.apache.poi.poifs.storage.BlockWritable",134,1,1,0,9,1,0,1,1,0
"215","org.apache.poi.util.ByteField",215,11,1,0,4,15,21,11,90,0
"182","org.apache.poi.hssf.record.formula.ControlPtg",182,1,2,1,2,2,0,1,4,0
"221","org.apache.poi.hssf.record.Record",221,12,1,134,155,21,66,10,63,3
"319","org.apache.poi.hssf.record.AxisParentRecord",319,19,2,0,6,33,95,17,320,1
"175","org.apache.poi.hpsf.MissingSectionException",175,4,5,0,2,8,6,4,20,0
"204","org.apache.poi.ddf.EscherProperty",204,10,1,2,14,12,3,10,69,1
"293","org.apache.poi.hssf.record.formula.RefNVPtg",293,6,3,0,5,9,15,5,31,0
"24","org.apache.poi.hssf.record.VerticalPageBreakRecord",24,4,3,0,3,7,6,4,18,1
"154","org.apache.poi.ddf.EscherSplitMenuColorsRecord",154,15,2,0,7,33,43,15,258,1
"17","org.apache.poi.ddf.EscherSpRecord",17,12,2,0,13,34,32,11,323,1
"252","org.apache.poi.poifs.storage.SmallDocumentBlock",252,12,1,0,8,25,24,8,319,1
"125","org.apache.poi.hpsf.MutablePropertySet",125,11,2,1,15,51,25,11,305,1
"117","org.apache.poi.hssf.record.ExternSheetSubRecord",117,14,2,0,5,23,73,12,122,1
"312","org.apache.poi.hssf.record.SCLRecord",312,13,2,0,8,24,44,11,171,1
"198","org.apache.poi.hssf.usermodel.HSSFPolygon",198,8,2,0,7,9,14,6,73,0
"243","org.apache.poi.hssf.record.SSTDeserializer",243,3,1,0,4,6,1,3,32,0
"165","org.apache.poi.hssf.usermodel.HSSFPatriarch",165,14,1,0,12,29,1,13,193,1
"255","org.apache.poi.hssf.record.ExternSheetRecord",255,13,2,0,7,31,52,11,206,2
"205","org.apache.poi.hssf.record.GutsRecord",205,17,2,0,6,26,94,15,207,1
"53","org.apache.poi.hpsf.NoFormatIDException",53,4,5,0,2,8,6,4,20,0
"199","org.apache.poi.hssf.record.formula.FuncVarPtg",199,8,3,0,5,20,0,7,154,0
"48","org.apache.poi.hssf.model.AbstractShape",48,6,1,5,23,30,15,3,207,0
"285","org.apache.poi.poifs.filesystem.DocumentOutputStream",285,8,2,0,3,15,4,5,90,1
"6","org.apache.poi.poifs.filesystem.POIFSDocument",6,16,1,0,20,55,0,14,453,1
"202","org.apache.poi.hssf.usermodel.HSSFFooter",202,20,1,0,2,34,158,18,262,1
"217","org.apache.poi.hssf.record.PasswordRecord",217,11,2,0,6,20,43,9,102,1
"62","org.apache.poi.hssf.record.SSTSerializer",62,6,1,0,7,16,1,4,145,0
"46","org.apache.poi.hssf.record.TopMarginRecord",46,11,2,0,7,21,35,9,107,1
"302","org.apache.poi.hssf.record.CalcModeRecord",302,11,2,0,6,20,43,9,105,1
"310","org.apache.poi.poifs.property.PropertyTable",310,11,1,0,11,34,0,10,210,2
"278","org.apache.poi.hssf.record.formula.PowerPtg",278,9,2,0,5,13,36,9,62,0
"261","org.apache.poi.hssf.usermodel.HSSFComment",261,11,4,0,11,24,9,10,150,2
"129","org.apache.poi.poifs.filesystem.DocumentEntry",129,1,1,0,8,1,0,1,1,0
"177","org.apache.poi.hssf.record.formula.LessThanPtg",177,10,2,0,5,14,45,10,67,1
"76","org.apache.poi.hssf.record.SheetPropertiesRecord",76,23,2,0,8,41,0,21,349,1
"296","org.apache.poi.hssf.record.EndRecord",296,8,2,0,5,15,28,6,60,1
"191","org.apache.poi.hssf.record.formula.MemErrPtg",191,5,3,0,4,12,10,5,42,0
"60","org.apache.poi.hssf.dev.FormulaViewer",60,9,1,0,11,43,28,6,416,0
"4","org.apache.poi.hssf.record.LeftMarginRecord",4,11,2,0,7,21,35,9,107,1
"268","org.apache.poi.hssf.usermodel.FontDetails",268,9,1,0,2,32,20,8,291,2
"79","org.apache.poi.hssf.model.Node",79,5,1,0,2,6,0,5,43,0
"21","org.apache.poi.hssf.record.RecordInputStream",21,26,2,1,214,54,111,25,595,6
"321","org.apache.poi.hssf.record.RefreshAllRecord",321,10,2,0,6,19,33,8,101,1
"156","org.apache.poi.hssf.record.ValueRangeRecord",156,39,2,0,8,58,91,37,652,1
"299","org.apache.poi.hssf.record.PrintSetupRecord",299,48,2,0,10,64,616,45,667,1
"130","org.apache.poi.hssf.record.aggregates.ValueRecordsAggregate",130,17,2,0,11,42,108,15,514,4
"164","org.apache.poi.hssf.model.TextboxShape",164,8,2,1,21,59,20,4,267,2
"166","org.apache.poi.poifs.property.DirectoryProperty",166,8,2,1,10,37,0,6,276,1
"206","org.apache.poi.hssf.util.Region",206,16,1,0,3,17,78,16,172,0
"26","org.apache.poi.hssf.record.SeriesLabelsRecord",26,23,2,0,7,39,0,21,332,1
"289","org.apache.poi.util.LittleEndianConsts",289,0,1,0,1,0,0,0,5,0
"133","org.apache.poi.hssf.record.CommonObjectDataSubRecord",133,29,3,0,15,48,146,27,538,2
"39","org.apache.poi.hssf.record.LineFormatRecord",39,25,2,0,8,44,108,23,436,1
"31","org.apache.poi.hssf.record.DataFormatRecord",31,19,2,0,8,35,77,17,304,1
"100","org.apache.poi.hssf.record.formula.UnionPtg",100,9,2,0,5,13,36,9,58,0
"225","org.apache.poi.poifs.property.Child",225,4,1,0,3,4,6,4,4,0
"176","org.apache.poi.hpsf.Util",176,15,1,0,7,34,105,14,338,1
"88","org.apache.poi.hssf.record.formula.AreaPtg",88,31,2,6,16,55,133,30,573,1
"150","org.apache.poi.hssf.record.PrecisionRecord",150,10,2,0,6,19,33,8,102,1
"71","org.apache.poi.hpsf.UnexpectedPropertySetTypeException",71,4,4,0,4,8,6,4,20,0
"224","org.apache.poi.hssf.record.InterfaceHdrRecord",224,10,2,0,6,19,39,8,92,1
"32","org.apache.poi.poifs.storage.RawDataBlockList",32,5,2,0,8,16,10,5,50,0
"303","org.apache.poi.hssf.record.PrintGridlinesRecord",303,11,2,0,7,20,35,9,113,1
"207","org.apache.poi.hssf.record.formula.AreaNVPtg",207,6,3,0,5,9,15,5,31,0
"114","org.apache.poi.hpsf.HPSFException",114,5,3,4,5,7,4,5,29,0
"326","org.apache.poi.hssf.record.UnicodeString",326,36,1,0,18,90,252,29,1699,3
"227","org.apache.poi.hssf.record.RecordFormatException",227,3,4,0,147,6,3,3,16,0
"269","org.apache.poi.hssf.record.MulRKRecord",269,14,2,0,8,32,73,11,192,2
"111","org.apache.poi.util.DrawingDump",111,2,1,0,3,15,1,2,56,0
"84","org.apache.poi.ddf.EscherClientDataRecord",84,9,2,0,11,27,6,9,180,1
"271","org.apache.poi.ddf.EscherOptRecord",271,12,2,0,17,49,0,11,269,1
"329","org.apache.poi.hssf.record.formula.ArrayPtgV",329,3,3,0,3,8,3,2,92,0
"218","org.apache.poi.hssf.record.NumberFormatIndexRecord",218,11,2,0,5,22,35,9,122,1
"34","org.apache.poi.hssf.eventmodel.ModelFactory",34,5,1,0,8,24,2,4,117,1
"172","org.apache.poi.hssf.record.DBCellRecord",172,15,2,0,8,32,79,13,242,1
"162","org.apache.poi.poifs.eventfilesystem.POIFSReaderListener",162,1,1,0,4,1,0,1,1,0
"50","org.apache.poi.hssf.record.ExtSSTRecord",50,16,2,0,9,39,62,14,285,2
"168","org.apache.poi.hssf.record.FontRecord",168,37,2,0,11,55,474,34,549,2
"69","org.apache.poi.hssf.record.WindowTwoRecord",69,47,2,0,9,63,167,45,741,1
"56","org.apache.poi.poifs.eventfilesystem.POIFSReader",56,7,1,0,17,51,3,6,282,1
"58","org.apache.poi.poifs.storage.HeaderBlockConstants",58,0,1,0,2,0,0,0,10,1
"220","org.apache.poi.poifs.storage.BlockList",220,4,1,0,6,4,6,4,4,1
"120","org.apache.poi.hpsf.Variant",120,4,1,1,3,16,2,3,798,0
"105","org.apache.poi.hssf.record.DeltaRecord",105,11,2,0,6,21,43,9,102,1
"90","org.apache.poi.hssf.usermodel.HSSFErrorConstants",90,0,1,0,0,0,0,0,7,0
"257","org.apache.poi.hssf.record.DrawingRecord",257,10,2,0,7,16,15,8,125,2
"250","org.apache.poi.ddf.EscherDump",250,9,1,0,8,45,36,5,3581,1
"148","org.apache.poi.hssf.dev.EFBiffViewer",148,4,1,0,6,16,4,4,82,0
"239","org.apache.poi.hssf.record.formula.ArrayPtg",239,14,2,2,9,40,27,13,594,1
"97","org.apache.poi.hssf.record.CellValueRecordInterface",97,10,1,0,14,10,45,10,10,0
"305","org.apache.poi.poifs.eventfilesystem.POIFSReaderEvent",305,4,1,0,5,5,0,3,28,0
"15","org.apache.poi.util.IOUtils",15,3,1,0,3,5,3,2,43,3
"2","org.apache.poi.hssf.record.formula.RefVPtg",2,5,3,0,4,13,10,4,40,0
"82","org.apache.poi.hpsf.UnsupportedVariantTypeException",82,1,5,2,8,8,0,1,32,0
"233","org.apache.poi.poifs.property.Property",233,32,1,3,19,65,290,18,732,1
"330","org.apache.poi.poifs.common.POIFSConstants",330,0,1,0,0,0,0,0,4,0
"167","org.apache.poi.hssf.record.NoteStructureSubRecord",167,8,3,0,6,23,8,6,125,1
"170","org.apache.poi.util.BitField",170,18,1,0,37,19,107,18,170,0
"300","org.apache.poi.hssf.usermodel.HSSFPicture",300,3,3,0,6,5,1,2,25,3
"201","org.apache.poi.hssf.record.DrawingSelectionRecord",201,4,3,0,3,6,6,3,16,0
"258","org.apache.poi.hssf.record.MulBlankRecord",258,13,2,0,6,24,64,10,172,4
"334","org.apache.poi.hpsf.Section",334,18,1,1,14,64,127,14,714,2
"126","org.apache.poi.hssf.record.formula.UnaryPlusPtg",126,10,2,0,6,14,45,10,59,0
"92","org.apache.poi.poifs.filesystem.DirectoryEntry",92,9,1,0,10,9,36,9,9,0
"159","org.apache.poi.hssf.record.ObjectLinkRecord",159,15,2,0,6,26,57,13,225,1
"113","org.apache.poi.hssf.record.formula.GreaterThanPtg",113,10,2,0,5,14,45,10,67,1
"42","org.apache.poi.ddf.EscherDgRecord",42,13,2,0,8,29,34,13,179,1
"122","org.apache.poi.hssf.record.CalcCountRecord",122,11,2,0,6,20,43,9,102,1
"75","org.apache.poi.hssf.record.FontBasisRecord",75,19,2,0,6,30,95,17,318,1
"274","org.apache.poi.hpsf.Constants",274,1,1,0,0,2,0,1,58,0
"121","org.apache.poi.hssf.record.RowRecord",121,37,2,0,11,53,394,34,543,2
"316","org.apache.poi.hssf.record.PlotAreaRecord",316,9,2,0,5,16,36,7,71,1
"136","org.apache.poi.hssf.record.formula.EqualPtg",136,9,2,0,5,13,36,9,62,0
"118","org.apache.poi.hssf.record.SelectionRecord",118,19,2,0,7,33,119,17,303,2
"115","org.apache.poi.hssf.model.Model",115,0,1,0,4,0,0,0,0,0
"265","org.apache.poi.ddf.EscherTextboxRecord",265,11,2,0,7,35,11,10,242,1
"145","org.apache.poi.hpsf.Property",145,12,1,1,17,49,18,8,595,1
"249","org.apache.poi.hssf.model.SimpleFilledShape",249,6,2,0,12,36,11,2,173,2
"259","org.apache.poi.hssf.usermodel.StaticFontMetrics",259,3,1,0,2,24,1,1,121,2
"10","org.apache.poi.ddf.EscherComplexProperty",10,9,2,1,6,32,0,9,172,1
"231","org.apache.poi.poifs.filesystem.POIFSDocumentPath",231,9,1,0,10,20,0,9,294,0
"55","org.apache.poi.hssf.record.FrameRecord",55,17,2,0,8,33,32,15,243,1
"37","org.apache.poi.poifs.dev.POIFSViewer",37,3,1,0,2,21,3,2,112,0
"7","org.apache.poi.hssf.record.formula.ExpPtg",7,10,2,0,6,18,27,10,104,1
"51","org.apache.poi.hssf.record.formula.MissingArgPtg",51,7,2,0,4,8,21,7,32,0
"147","org.apache.poi.util.TempFile",147,3,1,0,0,15,1,2,53,1
"12","org.apache.poi.util.POILogger",12,26,1,3,11,42,325,22,693,1
"211","org.apache.poi.poifs.storage.HeaderBlockWriter",211,8,2,0,8,19,0,6,324,0
"66","org.apache.poi.hssf.model.LineShape",66,5,2,0,16,41,6,2,181,1
"45","org.apache.poi.hssf.record.SupBookRecord",45,12,2,0,6,22,44,10,123,2
"43","org.apache.poi.hssf.record.formula.NotEqualPtg",43,9,2,0,5,13,36,9,62,1
"5","org.apache.poi.hssf.record.formula.SubtractPtg",5,9,2,0,5,13,36,9,59,0
"180","org.apache.poi.hssf.record.formula.IntersectionPtg",180,9,2,0,4,13,36,9,58,0
"281","org.apache.poi.hssf.record.SSTRecord",281,23,2,0,12,60,65,17,386,3
"73","org.apache.poi.poifs.eventfilesystem.POIFSReaderRegistry",73,6,1,0,4,22,0,0,163,0
"210","org.apache.poi.hssf.record.ColumnInfoRecord",210,26,2,0,9,41,179,23,339,1
"283","org.apache.poi.hssf.usermodel.HSSFPrintSetup",283,39,1,0,3,78,0,38,234,0
"104","org.apache.poi.hssf.model.PolygonShape",104,5,2,0,17,48,6,2,439,1
"266","org.apache.poi.hssf.model.DrawingManager2",266,8,1,0,7,29,0,4,242,0
"137","org.apache.poi.util.IntegerField",137,11,1,0,7,17,9,11,85,0
"276","org.apache.poi.ddf.EscherPropertyFactory",276,2,1,0,10,20,1,2,166,1
"214","org.apache.poi.hssf.record.FormulaRecord",214,37,2,0,16,79,436,34,810,4
"38","org.apache.poi.util.StringUtil",38,14,1,0,12,42,91,12,458,1
"3","org.apache.poi.hssf.usermodel.HSSFChildAnchor",3,5,2,0,5,7,6,5,46,1
"181","org.apache.poi.hssf.usermodel.HSSFClientAnchor",181,18,2,0,7,32,85,16,398,2
"52","org.apache.poi.util.BitFieldFactory",52,3,1,0,37,9,1,2,37,1
"288","org.apache.poi.ddf.EscherBlipWMFRecord",288,32,3,0,7,64,312,32,614,1
"81","org.apache.poi.hssf.record.RecordProcessor",81,1,1,0,0,2,0,0,4,0
"272","org.apache.poi.hssf.record.AxisLineFormatRecord",272,11,2,0,6,22,35,9,126,1
"78","org.apache.poi.hssf.record.formula.AreaNPtg",78,6,3,0,5,10,15,5,31,0
"282","org.apache.poi.poifs.property.DocumentProperty",282,7,2,0,6,14,9,5,48,0
"256","org.apache.poi.util.HexDump",256,16,1,0,71,49,102,11,794,2
"142","org.apache.poi.hssf.record.formula.AddPtg",142,10,2,0,5,14,45,10,63,0
"72","org.apache.poi.util.BinaryTree",72,57,2,0,15,87,1362,17,1806,1
"280","org.apache.poi.hssf.record.RightMarginRecord",280,11,2,0,7,21,35,9,107,0
"264","org.apache.poi.hssf.record.formula.AbstractFunctionPtg",264,16,2,2,6,31,102,11,9886,1
"40","org.apache.poi.hssf.record.BlankRecord",40,22,2,0,10,34,199,20,331,1
"70","org.apache.poi.poifs.storage.BlockAllocationTableReader",70,7,1,0,12,29,1,1,257,4
