"","name","id","wmc","dit","noc","cbo","rfc","lcom","npm","loc","bug"
"194","org.gjt.sp.jedit.gui.DockableWindow",194,2,1,0,12,2,1,2,3,0
"200","org.gjt.sp.jedit.io.UrlVFS",200,6,2,0,4,19,15,6,93,1
"263","org.gjt.sp.jedit.io.FileRootsVFS",263,6,2,0,4,20,13,5,126,0
"243","bsh.BSHUnaryExpression",243,5,2,0,11,33,6,1,204,0
"208","org.gjt.sp.jedit.textarea.Selection",208,10,1,2,15,17,23,7,80,1
"254","bsh.BSHStatementExpressionList",254,2,2,0,7,6,1,1,28,0
"225","gnu.regexp.RETokenWordBoundary",225,3,2,0,4,8,0,0,151,0
"222","org.gjt.sp.jedit.msg.MacrosChanged",222,1,3,0,4,2,0,1,5,0
"262","bsh.BSHAmbiguousName",262,7,2,0,16,17,19,6,53,0
"253","bsh.BSHReturnType",253,2,2,0,8,5,1,1,19,0
"219","gnu.regexp.RETokenAny",219,4,2,0,4,8,4,0,55,0
"224","org.gjt.sp.jedit.pluginmgr.PluginManagerProgress",224,17,6,0,14,59,94,8,334,1
