"","name","id","wmc","dit","noc","cbo","rfc","lcom","npm","loc","bug"
"75","org.gjt.sp.jedit.EditBus",75,11,1,0,22,29,23,8,244,0
"147","org.gjt.sp.jedit.options.TextAreaOptionPane",147,3,6,0,4,24,1,3,321,0
"64","org.gjt.sp.jedit.msg.PropertiesChanged",64,1,3,0,8,2,0,1,5,0
"204","bsh.BSHPrimitiveType",204,2,2,0,4,3,1,1,10,0
"182","org.gjt.sp.jedit.proto.jeditresource.PluginResURLConnection",182,5,2,0,5,28,2,4,199,1
"124","bsh.BSHForStatement",124,2,2,0,12,10,1,1,137,0
"NA8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","org.gjt.sp.jedit.EditServer",170,6,2,0,6,50,9,3,305,4
"156","bsh.ConsoleInterface",156,6,1,0,1,6,15,6,6,0
"NA9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","org.gjt.sp.jedit.gui.EnhancedCheckBoxMenuItem",259,7,7,0,5,38,9,4,210,2
"218","org.gjt.sp.jedit.msg.SearchSettingsChanged",218,1,3,0,4,2,0,1,5,0
"61","org.gjt.sp.jedit.browser.BrowserView",61,19,5,0,13,77,71,8,498,17
"104","bsh.JThis",104,87,2,0,8,100,3741,84,711,0
"34","org.gjt.sp.jedit.gui.EditAbbrevDialog",34,5,6,0,6,39,0,2,210,0
"71","bsh.ParserTreeConstants",71,1,1,0,2,1,0,0,186,0
"77","org.gjt.sp.jedit.options.GutterOptionPane",77,3,6,0,4,27,1,3,238,0
"238","bsh.BSHCastExpression",238,6,2,0,16,45,15,6,280,0
"NA11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","org.gjt.sp.jedit.textarea.TextRendererAWT",10,4,2,0,1,11,6,0,93,0
"NA12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","bsh.NameSource",268,2,1,0,2,2,1,2,2,0
"122","org.gjt.sp.jedit.options.LoadSaveOptionPane",122,5,6,0,4,35,0,3,386,1
"NA14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","org.gjt.sp.jedit.syntax.XModeHandler",67,19,2,0,11,75,123,8,1106,2
"22","org.gjt.sp.jedit.EBComponent",22,1,1,0,31,1,0,1,1,0
"39","org.gjt.sp.jedit.gui.CurrentDirectoryMenu",39,2,8,0,10,30,1,2,175,3
"NA17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","org.gjt.sp.jedit.msg.ViewUpdate",240,5,3,0,6,13,4,4,47,0
"111","org.gjt.sp.jedit.gui.EnhancedButton",111,3,6,0,3,13,3,3,45,0
"54","bsh.Reflect",54,36,1,0,23,109,630,14,1557,0
"213","org.gjt.sp.jedit.Marker",213,6,1,0,8,10,0,3,57,2
"18","org.gjt.sp.jedit.msg.CreateDockableWindow",18,7,2,0,6,15,9,7,64,0
"121","org.gjt.sp.jedit.gui.BeanShellErrorDialog",121,3,7,0,5,33,3,3,162,1
"NA18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","bsh.StringUtil",232,5,1,0,1,24,10,5,206,0
"138","bsh.BSHTernaryExpression",138,2,2,0,7,6,1,1,36,0
"NA19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","org.gjt.sp.jedit.options.ContextAddDialog",90,10,7,0,7,56,21,4,384,0
"107","org.gjt.sp.jedit.gui.DockableWindowManager",107,18,5,0,16,62,31,16,551,8
"96","bsh.Name",96,19,1,0,19,71,91,9,1263,0
"208","org.gjt.sp.jedit.textarea.Selection",208,10,1,2,15,17,23,7,80,1
"100","org.gjt.sp.jedit.gui.CheckBoxListModel",100,11,2,0,2,23,25,7,167,0
"57","bsh.Capabilities",57,7,1,0,5,12,13,6,64,0
"176","org.gjt.sp.jedit.EBPlugin",176,2,2,0,4,3,1,1,6,0
"253","bsh.BSHReturnType",253,2,2,0,8,5,1,1,19,0
"17","org.gjt.sp.jedit.gui.HelpViewer",17,18,6,0,21,124,117,6,762,5
"24","org.gjt.sp.jedit.gui.PastePrevious",24,12,7,0,7,57,52,10,279,1
"214","gnu.regexp.RE",214,45,2,0,34,107,928,26,2533,0
"32","org.gjt.sp.jedit.search.AllBufferSet",32,5,2,0,7,22,4,3,93,0
"NA20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","org.gjt.sp.jedit.options.ShortcutsOptionPane",191,13,6,0,11,60,50,1,361,0
"209","org.gjt.sp.jedit.syntax.Token",209,2,1,0,4,7,0,2,48,1
"115","org.gjt.sp.jedit.gui.MarkersMenu",115,2,8,0,9,25,1,2,127,2
"235","gnu.regexp.RETokenChar",235,5,2,0,5,12,0,0,127,0
"46","bsh.BSHTryStatement",46,2,2,0,12,22,1,1,185,0
"123","bsh.SimpleNode",123,19,1,35,50,30,147,19,240,0
"112","org.gjt.sp.jedit.options.ToolBarOptionPane",112,13,6,0,14,75,44,1,517,1
"254","bsh.BSHStatementExpressionList",254,2,2,0,7,6,1,1,28,0
"NA21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","gnu.regexp.RETokenRange",89,4,2,0,4,9,0,0,80,0
"189","org.gjt.sp.jedit.syntax.ParserRule",189,1,1,0,6,2,0,0,21,0
"NA22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","bsh.BshMethod",255,4,1,0,13,20,0,4,301,0
"128","org.gjt.sp.jedit.gui.IOProgressMonitor",128,5,6,0,10,33,4,2,152,1
"261","org.gjt.sp.jedit.msg.EditorStarted",261,1,3,0,3,2,0,1,5,0
"179","org.gjt.sp.jedit.textarea.TextRenderer2D",179,6,2,0,1,23,1,2,141,0
"149","org.gjt.sp.util.Log",149,13,1,0,64,55,36,7,433,0
"198","org.gjt.sp.jedit.options.ContextOptionPane",198,13,6,0,13,65,46,1,438,1
"NA23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","bsh.ReflectManager",159,4,1,0,3,12,6,4,37,0
"230","org.gjt.sp.jedit.OptionGroup",230,9,1,0,5,20,0,9,111,0
"169","org.gjt.sp.jedit.EditAction",169,16,1,2,23,25,106,15,128,0
"NA24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","org.gjt.sp.jedit.gui.HistoryTextField",118,21,6,0,17,83,64,9,589,2
"NA25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","org.gjt.sp.jedit.gui.DefaultInputHandler",154,12,3,0,6,52,8,10,501,5
"35","org.gjt.sp.jedit.gui.SelectLineRange",35,5,7,0,8,52,2,4,364,0
"62","org.gjt.sp.jedit.options.PrintOptionPane",62,3,6,0,4,24,1,1,253,1
"185","gnu.regexp.CharIndexed",185,3,1,0,24,3,3,3,4,0
"58","org.gjt.sp.jedit.gui.FontSelectorDialog",58,17,7,0,5,80,98,4,662,0
"243","bsh.BSHUnaryExpression",243,5,2,0,11,33,6,1,204,0
"50","org.gjt.sp.jedit.textarea.TextRenderer",50,13,1,2,6,32,76,8,439,0
"27","org.gjt.sp.jedit.options.AbbrevsOptionPane",27,7,6,0,9,58,5,1,300,1
"84","gnu.regexp.RETokenEnd",84,3,2,0,4,9,1,0,71,0
"103","bsh.Token",103,3,1,0,5,4,3,2,23,0
"48","org.gjt.sp.jedit.proto.jeditresource.Handler",48,2,2,0,1,5,1,2,14,0
"132","bsh.Parser",132,399,1,0,47,487,0,82,23350,0
"NA27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
