"","name","id","wmc","dit","noc","cbo","rfc","lcom","npm","loc","bug"
"NA24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","org.apache.tools.ant.taskdefs.Definer",511,25,5,1,14,91,196,16,800,1
"569","org.apache.tools.ant.helper.SingleCheckExecutor",569,3,1,0,4,7,3,3,17,0
"466","org.apache.tools.ant.taskdefs.optional.perforce.P4Resolve",466,13,4,0,4,22,56,12,298,0
"703","org.apache.tools.ant.taskdefs.Parallel",703,18,3,0,8,52,101,9,519,1
"132","org.apache.tools.ant.taskdefs.optional.dotnet.DotnetBaseMatchingTask",132,11,4,2,8,38,45,6,202,0
"185","org.apache.tools.ant.types.selectors.TypeSelector",185,6,5,0,8,21,0,6,104,0
"214","org.apache.tools.ant.types.resources.JavaResource",214,11,4,0,8,45,15,11,279,1
"NA25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","org.apache.tools.ant.types.Environment",331,4,1,1,8,10,0,4,51,0
"693","org.apache.tools.ant.helper.ProjectHelper2",693,17,2,0,17,85,74,4,461,1
"291","org.apache.tools.ant.taskdefs.optional.clearcase.CCRmtype",291,20,4,0,7,39,148,16,285,0
"NA26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","org.apache.tools.ant.taskdefs.Cvs",180,1,4,0,1,2,0,1,4,0
"679","org.apache.tools.ant.helper.AntXMLContext",679,28,1,0,11,52,282,28,300,0
"372","org.apache.tools.ant.util.CollectionUtils",372,7,1,0,5,19,21,7,105,4
"150","org.apache.tools.ant.types.resources.FileResource",150,24,4,0,45,68,244,22,397,2
"547","org.apache.tools.ant.UnsupportedElementException",547,2,5,0,3,3,0,2,13,0
"NA27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","org.apache.tools.ant.taskdefs.AbstractJarSignerTask",737,24,3,2,14,65,222,13,348,0
"192","org.apache.tools.ant.util.IdentityStack",192,6,5,0,1,12,15,6,74,0
"3","org.apache.tools.ant.taskdefs.optional.junit.OutErrSummaryJUnitResultFormatter",3,1,2,0,1,3,0,1,7,0
"NA28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","org.apache.tools.zip.ZipFile",525,17,1,0,13,73,82,10,598,7
"116","org.apache.tools.ant.taskdefs.Mkdir",116,4,3,0,3,18,4,3,111,0
"NA29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","org.apache.tools.ant.taskdefs.AntStructure",491,8,3,0,6,36,18,4,182,0
"NA30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","org.apache.tools.ant.taskdefs.optional.junit.PlainJUnitResultFormatter",646,12,1,0,9,46,34,11,386,0
"512","org.apache.tools.ant.taskdefs.optional.extension.JarLibResolveTask",512,13,3,0,10,36,20,9,369,0
"522","org.apache.tools.ant.taskdefs.Get",522,11,3,0,9,54,15,10,493,3
"323","org.apache.tools.ant.taskdefs.DefaultExcludes",323,6,3,0,4,17,0,6,131,0
"NA31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","org.apache.tools.ant.taskdefs.optional.perforce.P4Revert",555,4,4,0,4,13,0,4,81,0
"178","org.apache.tools.ant.filters.ClassConstants",178,4,4,0,4,20,0,4,162,0
"342","org.apache.tools.ant.ExitStatusException",342,4,5,0,5,7,0,4,29,0
"43","org.apache.tools.ant.loader.AntClassLoader2",43,1,3,0,1,2,0,1,4,0
"NA32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","org.apache.tools.mail.SmtpResponseReader",730,5,1,0,1,19,0,3,108,0
"530","org.apache.tools.ant.taskdefs.condition.IsFileSelected",530,6,4,0,7,16,9,5,72,0
"NA35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","org.apache.tools.ant.taskdefs.optional.depend.constantpool.NameAndTypeCPInfo",612,6,2,0,6,16,1,6,84,0
"NA36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","org.apache.tools.ant.util.FileUtils",229,58,1,0,142,158,1627,56,1752,4
"NA38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","org.apache.tools.ant.taskdefs.optional.sound.SoundTask",270,5,3,0,5,16,0,5,82,0
"556","org.apache.tools.ant.filters.HeadFilter",556,10,5,0,5,25,0,6,251,0
"427","org.apache.tools.ant.taskdefs.optional.extension.Compatibility",427,2,1,0,2,3,0,1,12,0
"456","org.apache.tools.ant.taskdefs.optional.junit.XMLConstants",456,0,1,0,2,0,0,0,22,0
"318","org.apache.tools.ant.taskdefs.MacroDef",318,21,4,0,15,76,152,16,573,1
"671","org.apache.tools.ant.taskdefs.optional.perforce.P4Have",671,2,4,0,4,8,1,2,25,0
"384","org.apache.tools.ant.taskdefs.compilers.Jvc",384,2,2,0,8,26,1,2,149,0
"360","org.apache.tools.ant.taskdefs.optional.junit.ArrayEnumeration",360,3,1,0,1,5,0,3,45,0
"471","org.apache.tools.ant.taskdefs.optional.sos.SOS",471,38,3,4,16,68,601,13,534,0
"176","org.apache.tools.ant.taskdefs.optional.javah.SunJavah",176,3,1,0,12,38,3,2,182,0
"NA39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","org.apache.tools.ant.taskdefs.optional.ejb.DescriptorHandler",103,11,2,3,11,39,7,10,605,0
"166","org.apache.tools.ant.types.resources.selectors.ResourceSelector",166,1,1,0,26,1,0,1,1,0
"NA40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","org.apache.tools.ant.taskdefs.rmic.ForkingSunRmic",44,3,2,1,12,22,3,2,72,0
"287","org.apache.tools.ant.taskdefs.optional.jsp.compilers.JspCompilerAdapter",287,4,1,0,5,4,6,4,4,0
"429","org.apache.tools.ant.filters.TokenFilter",429,19,4,0,19,41,23,19,319,0
"34","org.apache.tools.ant.taskdefs.optional.perforce.P4Label",34,5,4,0,8,23,4,5,249,0
"506","org.apache.tools.ant.taskdefs.optional.vss.MSVSSHISTORY",506,12,4,0,6,45,66,11,173,0
"NA41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","org.apache.tools.ant.types.selectors.SelectorContainer",216,24,1,0,24,24,276,24,24,0
"NA42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","org.apache.tools.ant.types.resources.BCFileSet",36,4,5,0,5,19,6,4,57,0
"NA43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter",289,13,1,0,7,40,58,11,292,0
"257","org.apache.tools.ant.types.resources.selectors.Type",257,5,1,0,6,10,0,4,74,0
"NA44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","org.apache.tools.ant.types.resolver.ApacheCatalog",443,4,2,0,6,14,0,3,96,0
"303","org.apache.tools.ant.taskdefs.condition.Equals",303,6,1,0,3,11,1,6,74,0
"56","org.apache.tools.ant.taskdefs.ExecTask",56,43,3,1,25,120,451,30,920,1
"681","org.apache.tools.ant.util.regexp.JakartaRegexpRegexp",681,3,2,0,5,16,3,2,95,0
"735","org.apache.tools.ant.listener.Log4jListener",735,8,1,0,7,33,0,8,305,1
"604","org.apache.tools.ant.taskdefs.ExecuteJava",604,13,1,0,24,82,22,13,552,0
"143","org.apache.tools.ant.util.ProxySetup",143,3,1,0,2,13,1,3,76,0
"381","org.apache.tools.ant.types.RegularExpression",381,8,3,0,10,15,0,5,110,0
"137","org.apache.tools.ant.taskdefs.ExecuteStreamHandler",137,5,1,0,31,5,10,5,5,0
"NA46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","org.apache.tools.ant.taskdefs.TaskOutputStream",72,3,2,0,1,10,0,1,67,0
"212","org.apache.tools.ant.types.ArchiveScanner",212,17,2,2,9,51,28,12,344,2
"114","org.apache.tools.ant.taskdefs.optional.junit.FormatterElement",114,15,1,0,7,34,75,11,286,0
"504","org.apache.tools.ant.taskdefs.optional.j2ee.JonasHotDeploymentTool",504,9,3,0,8,38,14,7,345,0
"701","org.apache.tools.ant.util.regexp.RegexpUtil",701,3,1,0,6,4,3,3,20,0
"687","org.apache.tools.ant.taskdefs.Chmod",687,18,5,0,11,60,39,16,305,1
"45","org.apache.tools.ant.util.StringUtils",45,9,1,0,32,36,36,7,281,0
"316","org.apache.tools.ant.taskdefs.Exit",316,12,3,0,6,30,30,8,282,0
"538","org.apache.tools.ant.util.DOMUtils",538,7,1,0,3,15,21,7,66,0
"479","org.apache.tools.ant.taskdefs.optional.junit.JUnitTask",479,63,3,0,36,267,1715,36,2328,5
"NA48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","org.apache.tools.ant.taskdefs.email.Mailer",97,19,1,2,9,21,145,18,143,1
"NA49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","org.apache.tools.ant.taskdefs.optional.sos.SOSCheckin",607,5,4,0,3,17,10,4,87,0
"576","org.apache.tools.ant.taskdefs.AbstractCvsTask",576,42,3,4,19,107,739,33,898,1
"73","org.apache.tools.ant.types.resources.selectors.Size",73,6,1,0,3,10,0,6,52,0
"NA50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","org.apache.tools.ant.taskdefs.Replace",375,30,4,0,10,100,271,16,788,3
"487","org.apache.tools.ant.util.FileTokenizer",487,3,2,1,4,5,3,3,11,0
"702","org.apache.tools.ant.taskdefs.PumpStreamHandler",702,16,1,3,14,26,82,9,183,1
"NA53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask",596,31,3,0,19,107,391,28,977,0
"273","org.apache.tools.ant.types.TarFileSet",273,21,6,1,10,42,126,15,274,0
"NA54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","org.apache.tools.ant.taskdefs.optional.clearcase.ClearCase",244,13,3,13,24,45,46,9,189,0
"175","org.apache.tools.ant.taskdefs.optional.ssh.Scp",175,24,4,0,14,85,180,13,741,4
"551","org.apache.tools.ant.types.selectors.AbstractSelectorContainer",551,27,3,2,25,41,321,27,191,1
"NA57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","org.apache.tools.ant.taskdefs.optional.clearcase.CCMklbtype",120,24,4,0,7,43,222,20,309,0
"165","org.apache.tools.ant.taskdefs.email.UUMailer",165,2,3,0,3,15,1,0,58,0
"NA59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","org.apache.tools.ant.taskdefs.Basename",196,5,3,0,4,15,4,5,90,0
"278","org.apache.tools.ant.taskdefs.optional.EchoProperties",278,14,3,0,10,90,63,9,615,0
"69","org.apache.tools.ant.taskdefs.cvslib.ChangeLogWriter",69,4,1,0,6,33,0,2,157,0
"426","org.apache.tools.ant.taskdefs.optional.extension.LibFileSet",426,7,5,0,3,8,15,4,34,0
"434","org.apache.tools.ant.taskdefs.Ant",434,28,3,0,18,132,130,19,1139,3
"397","org.apache.tools.ant.taskdefs.Rmic",397,48,4,0,25,112,962,44,837,2
"554","org.apache.tools.ant.taskdefs.compilers.Javac12",554,2,2,0,10,22,1,2,163,0
"595","org.apache.tools.ant.taskdefs.optional.ejb.EjbJar",595,28,4,0,20,78,142,26,503,0
"589","org.apache.tools.ant.taskdefs.RecorderEntry",589,25,1,0,10,53,224,17,460,1
"85","org.apache.tools.ant.DynamicAttribute",85,1,1,0,4,1,0,1,1,0
"NA61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbcTask",584,14,3,0,7,43,57,10,386,0
"618","org.apache.tools.ant.taskdefs.Deltree",618,4,3,0,3,18,4,3,147,0
"181","org.apache.tools.ant.types.Reference",181,9,1,1,63,15,14,9,103,0
"517","org.apache.tools.ant.taskdefs.optional.depend.AntAnalyzer",517,3,2,0,3,36,3,1,241,1
"658","org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool",658,33,1,6,22,135,316,10,1367,0
"685","org.apache.tools.ant.types.selectors.FileSelector",685,1,1,0,22,1,0,1,1,0
"307","org.apache.tools.ant.taskdefs.XSLTLoggerAware",307,1,1,0,3,1,0,1,1,0
"437","org.apache.tools.ant.util.DateUtils",437,11,1,0,4,36,51,8,314,1
"356","org.apache.tools.ant.util.depend.bcel.AncestorAnalyzer",356,3,2,0,3,31,3,1,202,0
"507","org.apache.tools.ant.DynamicAttributeNS",507,1,1,0,3,1,0,1,1,0
"315","org.apache.tools.ant.util.ScriptRunnerHelper",315,16,1,0,13,31,76,13,165,0
"102","org.apache.tools.ant.taskdefs.Pack",102,14,3,2,8,38,83,8,220,2
"NA63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","org.apache.tools.ant.types.selectors.SelectorUtils",293,18,1,0,10,47,145,15,1004,1
"430","org.apache.tools.ant.util.OutputStreamFunneler",430,12,1,0,2,21,42,4,146,0
"NA64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","org.apache.tools.ant.taskdefs.GUnzip",677,4,4,0,5,26,6,1,129,0
"NA65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","org.apache.tools.ant.DynamicConfigurator",503,0,1,0,4,0,0,0,0,0
"128","org.apache.tools.ant.types.selectors.MappingSelector",128,8,4,2,9,24,8,6,143,0
"637","org.apache.tools.ant.taskdefs.optional.junit.SummaryJUnitResultFormatter",637,12,1,1,8,31,46,12,223,0
"255","org.apache.tools.ant.taskdefs.rmic.RmicAdapterFactory",1,3,1,0,10,18,3,1,106,0
"723","org.apache.tools.ant.util.DeweyDecimal",723,10,1,1,4,23,0,10,298,0
"NA66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","org.apache.tools.ant.taskdefs.optional.extension.ExtensionAdapter",667,12,3,0,11,28,36,10,214,0
"98","org.apache.tools.ant.taskdefs.optional.junit.XMLResultAggregator",98,12,3,0,11,75,44,7,455,0
"542","org.apache.tools.ant.taskdefs.optional.vss.MSVSSGET",542,12,4,0,8,41,66,11,130,0
"NA67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","org.apache.tools.ant.taskdefs.condition.IsReachable",322,7,2,0,3,30,9,5,278,0
"NA68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","org.apache.tools.ant.taskdefs.optional.jsp.WLJspc",496,9,4,0,9,61,14,7,586,0
"570","org.apache.tools.ant.types.Resource",570,29,3,7,89,59,328,27,471,0
"621","org.apache.tools.ant.UnsupportedAttributeException",621,2,5,0,4,3,0,2,13,0
"156","org.apache.tools.ant.taskdefs.optional.unix.AbstractAccessTask",156,6,5,2,8,21,15,5,83,1
"486","org.apache.tools.ant.types.optional.ScriptCondition",486,4,3,0,3,7,0,4,26,0
"95","org.apache.tools.ant.types.resources.ArchiveResource",95,21,4,2,9,55,162,18,361,0
"707","org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter",707,25,1,10,26,103,134,3,1167,2
"553","org.apache.tools.ant.taskdefs.compilers.Javac13",553,2,2,0,6,13,1,2,66,0
"727","org.apache.tools.ant.listener.CommonsLoggingListener",727,14,1,0,10,45,3,12,459,0
"337","org.apache.tools.ant.input.MultipleChoiceInputRequest",337,3,2,0,3,10,0,3,44,0
"129","org.apache.tools.ant.util.ConcatFileInputStream",129,9,2,0,4,19,10,6,159,0
"298","org.apache.tools.ant.types.resources.Difference",298,3,4,0,3,20,3,1,82,0
"NA71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","org.apache.tools.ant.taskdefs.optional.ccm.CCMCheck",87,11,4,3,12,41,19,9,240,0
"277","org.apache.tools.ant.taskdefs.optional.perforce.P4Delete",277,3,4,0,4,10,0,3,55,0
"115","org.apache.tools.ant.util.regexp.RegexpMatcherFactory",115,6,1,1,8,22,15,3,163,0
"130","org.apache.tools.ant.types.resources.selectors.And",130,3,4,0,4,9,3,3,27,0
"9","org.apache.tools.ant.util.facade.FacadeTaskHelper",9,9,1,0,5,19,8,9,119,0
"197","org.apache.tools.ant.taskdefs.optional.javah.Kaffeh",197,3,1,0,11,28,3,2,111,0
"NA72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage",732,15,2,1,7,49,75,9,402,1
"363","org.apache.tools.ant.types.Parameterizable",363,1,1,0,4,1,0,1,1,0
"82","org.apache.tools.ant.taskdefs.optional.depend.ClassFile",82,4,1,0,8,20,0,4,106,0
"NA73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc",18,20,1,0,7,79,136,10,835,0
"NA75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","org.apache.tools.ant.types.spi.Service",101,7,2,0,5,27,0,7,115,0
"NA76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","org.apache.tools.ant.taskdefs.optional.j2ee.HotDeploymentTool",206,3,1,0,5,3,3,3,8,0
"568","org.apache.tools.ant.taskdefs.Typedef",568,1,6,1,3,2,0,1,4,0
"NA77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","org.apache.tools.ant.taskdefs.Zip",155,49,4,1,31,210,844,28,2937,8
"NA79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","org.apache.tools.ant.taskdefs.Antlib",494,7,3,0,10,46,9,4,212,1
