name,id,wmc,dit,noc,cbo,rfc,lcom,npm,loc,bug
org.apache.tools.ant.taskdefs.cvslib.RCSFile,135,5,1,0,2,7,4,0,39,0
org.apache.tools.ant.types.resources.ZipResource,136,12,5,0,10,52,60,10,213,0
org.apache.tools.ant.taskdefs.ExecuteStreamHandler,137,5,1,0,31,5,10,5,5,0
org.apache.tools.ant.taskdefs.optional.dotnet.NetCommand,138,19,1,0,23,69,81,14,517,0
org.apache.tools.ant.listener.TimestampedLogger,139,4,2,0,1,15,6,1,49,0
org.apache.tools.mail.ErrorInQuitException,140,1,4,0,1,3,0,1,6,0
org.apache.tools.ant.taskdefs.UpToDate,141,14,3,0,17,48,41,11,384,1
org.apache.tools.ant.types.resources.comparators.Exists,142,2,4,0,2,4,1,1,20,0
org.apache.tools.ant.util.ProxySetup,143,3,1,0,2,13,1,3,76,0
org.apache.tools.ant.taskdefs.ManifestTask,144,7,3,0,9,39,1,7,260,1
org.apache.tools.ant.taskdefs.optional.ccm.Continuus,145,7,3,3,12,26,9,4,106,0
org.apache.tools.ant.util.Retryable,146,1,1,0,1,1,0,1,2,0
org.apache.tools.ant.taskdefs.optional.RenameExtensions,147,6,4,0,9,33,0,6,205,0
org.apache.tools.ant.BuildEvent,148,11,2,0,17,15,13,11,97,0
org.apache.tools.ant.util.CompositeMapper,149,2,2,0,3,13,1,2,48,0
org.apache.tools.ant.types.resources.FileResource,150,24,4,0,45,68,244,22,397,2
org.apache.tools.ant.util.ScriptRunnerBase,151,25,1,1,13,59,248,20,290,0
org.apache.tools.ant.taskdefs.cvslib.RedirectingStreamHandler,152,3,2,0,5,12,3,1,40,0
org.apache.tools.ant.launch.Launcher,153,9,1,0,5,57,34,2,566,1
org.apache.tools.ant.taskdefs.condition.IsTrue,154,3,2,0,4,6,0,3,30,0
org.apache.tools.ant.taskdefs.Zip,155,49,4,1,31,210,844,28,2937,8
org.apache.tools.ant.taskdefs.optional.unix.AbstractAccessTask,156,6,5,2,8,21,15,5,83,1
org.apache.tools.ant.taskdefs.optional.extension.ExtensionSet,157,7,3,0,11,28,0,7,122,0
org.apache.tools.ant.types.resources.selectors.Or,158,3,4,0,4,9,3,3,27,0
org.apache.tools.bzip2.BZip2Constants,159,1,1,0,2,1,0,0,2064,0
org.apache.tools.ant.util.GlobPatternMapper,160,8,1,2,5,22,6,6,185,3
org.apache.tools.ant.taskdefs.War,161,11,6,0,6,34,39,7,195,2
org.apache.tools.ant.taskdefs.optional.vss.MSVSSADD,162,8,4,0,6,26,22,6,95,0
org.apache.tools.ant.types.Permissions,163,12,1,0,8,34,26,6,341,0
org.apache.tools.ant.taskdefs.condition.HasFreeSpace,164,7,1,0,5,16,0,6,86,0
org.apache.tools.ant.taskdefs.email.UUMailer,165,2,3,0,3,15,1,0,58,0
org.apache.tools.ant.types.resources.selectors.ResourceSelector,166,1,1,0,26,1,0,1,1,0
org.apache.tools.ant.util.ResourceUtils,167,14,1,0,30,96,87,10,905,1
org.apache.tools.ant.AntTypeDefinition,168,21,1,2,14,47,124,18,575,0
org.apache.tools.ant.taskdefs.AntlibDefinition,169,5,3,3,6,12,2,5,48,0
org.apache.tools.ant.taskdefs.optional.j2ee.WebLogicHotDeploymentTool,170,13,2,0,8,37,60,7,331,0
org.apache.tools.ant.taskdefs.optional.vss.MSVSSLABEL,171,6,4,0,5,25,15,5,94,0
org.apache.tools.ant.types.selectors.ExtendFileSelector,172,0,1,0,4,0,0,0,0,0
org.apache.tools.ant.util.optional.JavaxScriptRunner,173,6,2,0,4,34,11,5,236,1
org.apache.tools.ant.taskdefs.optional.perforce.P4Change,174,5,4,0,6,17,6,5,94,0
org.apache.tools.ant.taskdefs.optional.ssh.Scp,175,24,4,0,14,85,180,13,741,4
org.apache.tools.ant.taskdefs.optional.javah.SunJavah,176,3,1,0,12,38,3,2,182,0
org.apache.tools.ant.types.CommandlineJava,177,39,1,0,21,94,461,33,559,0
org.apache.tools.ant.filters.ClassConstants,178,4,4,0,4,20,0,4,162,0
org.apache.tools.ant.taskdefs.optional.clearcase.CCLock,179,20,4,0,7,42,148,15,263,0
org.apache.tools.ant.taskdefs.Cvs,180,1,4,0,1,2,0,1,4,0
org.apache.tools.ant.types.Reference,181,9,1,1,63,15,14,9,103,0
org.apache.tools.ant.filters.LineContains,182,10,5,0,6,29,0,7,212,0
org.apache.tools.ant.taskdefs.optional.junit.Constants,183,1,1,0,0,2,0,1,16,1
org.apache.tools.ant.taskdefs.Available,184,22,3,0,12,71,163,17,783,1
org.apache.tools.ant.types.selectors.TypeSelector,185,6,5,0,8,21,0,6,104,0
org.apache.tools.ant.taskdefs.Sleep,186,10,3,0,2,20,21,9,129,0
org.apache.tools.ant.types.resources.comparators.ResourceComparator,187,5,3,9,18,12,10,4,62,0
org.apache.tools.ant.types.resources.comparators.Type,188,2,4,0,2,4,1,1,20,0
org.apache.tools.ant.filters.TabsToSpaces,189,7,5,0,4,18,0,5,126,0
org.apache.tools.ant.taskdefs.compilers.Jikes,190,2,2,0,8,34,1,2,346,0
org.apache.tools.ant.types.ResourceCollection,191,3,1,0,69,3,3,3,3,0
org.apache.tools.ant.util.IdentityStack,192,6,5,0,1,12,15,6,74,0
org.apache.tools.ant.UnknownElement,193,31,3,0,29,119,277,19,900,3
org.apache.tools.ant.taskdefs.Checksum,194,24,4,0,13,103,176,18,1046,2
org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool,195,33,2,0,15,130,434,23,1220,0
org.apache.tools.ant.taskdefs.Basename,196,5,3,0,4,15,4,5,90,0
org.apache.tools.ant.taskdefs.optional.javah.Kaffeh,197,3,1,0,11,28,3,2,111,0
org.apache.tools.ant.util.ChainedMapper,198,2,2,0,2,15,1,2,73,0
org.apache.tools.ant.taskdefs.optional.ccm.CCMCheckout,199,1,5,0,1,3,0,1,7,0
org.apache.tools.ant.types.resources.BaseResourceCollectionWrapper,200,13,3,4,12,42,54,8,233,1
org.apache.tools.ant.taskdefs.BUnzip2,201,4,4,0,6,29,6,1,164,0
org.apache.tools.ant.util.Base64Converter,202,4,1,1,2,7,4,3,502,0
org.apache.tools.ant.taskdefs.optional.ssh.AbstractSshMessage,203,13,1,2,12,37,56,4,269,0
org.apache.tools.ant.types.resources.selectors.Majority,204,4,4,0,3,11,0,4,84,0
org.apache.tools.ant.taskdefs.FixCRLF,205,21,4,0,15,72,54,16,457,2
org.apache.tools.ant.taskdefs.optional.j2ee.HotDeploymentTool,206,3,1,0,5,3,3,3,8,0
org.apache.tools.ant.types.resources.Intersect,207,3,4,0,3,19,3,1,83,0
org.apache.tools.ant.taskdefs.Javac,208,77,4,1,29,123,2700,68,1021,3
org.apache.tools.ant.types.resources.Touchable,209,1,1,0,4,1,0,1,1,0
org.apache.tools.ant.taskdefs.optional.extension.resolvers.LocationResolver,210,4,1,0,5,10,0,4,36,0
org.apache.tools.ant.taskdefs.optional.sos.SOSGet,211,6,4,0,3,20,15,5,106,0
org.apache.tools.ant.types.ArchiveScanner,212,17,2,2,9,51,28,12,344,2
org.apache.tools.ant.taskdefs.optional.depend.constantpool.Utf8CPInfo,213,4,2,0,5,9,0,4,27,0
org.apache.tools.ant.types.resources.JavaResource,214,11,4,0,8,45,15,11,279,1
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetDeploymentTool,215,13,2,0,8,49,54,7,450,1
org.apache.tools.ant.types.selectors.SelectorContainer,216,24,1,0,24,24,276,24,24,0
org.apache.tools.ant.taskdefs.email.MimeMailer,217,5,2,0,7,69,8,2,379,4
org.apache.tools.ant.taskdefs.optional.ssh.Directory,218,15,1,0,3,29,55,15,161,0
org.apache.tools.ant.types.FilterSetCollection,219,5,1,0,9,13,0,5,69,0
org.apache.tools.ant.taskdefs.optional.depend.DirectoryIterator,220,3,1,0,2,21,1,2,120,0
org.apache.tools.ant.taskdefs.condition.IsSigned,221,5,3,0,7,26,6,5,193,1
org.apache.tools.ant.taskdefs.cvslib.CvsVersion,222,7,4,0,3,26,9,7,210,1
org.apache.tools.ant.taskdefs.optional.depend.constantpool.ConstantPool,223,14,1,0,10,53,0,14,419,0
org.apache.tools.ant.taskdefs.optional.clearcase.CCCheckout,224,26,4,0,7,50,271,20,392,0
org.apache.tools.ant.taskdefs.XSLTProcess,225,44,4,0,28,137,774,31,1254,2
org.apache.tools.ant.TypeAdapter,226,5,1,0,7,5,10,5,5,0
org.apache.tools.ant.taskdefs.SQLExec,227,26,4,0,12,109,233,20,881,8
org.apache.tools.ant.taskdefs.optional.clearcase.CCCheckin,228,17,4,0,7,39,100,14,241,0
org.apache.tools.ant.util.FileUtils,229,58,1,0,142,158,1627,56,1752,4
org.apache.tools.ant.PropertyHelper,230,23,1,0,4,56,107,18,689,3
org.apache.tools.ant.taskdefs.optional.dotnet.ImportTypelib,231,11,3,0,4,29,17,8,224,0
org.apache.tools.ant.taskdefs.optional.extension.resolvers.URLResolver,232,8,1,0,6,24,0,6,133,0
org.apache.tools.ant.taskdefs.optional.native2ascii.KaffeNative2Ascii,233,5,2,0,8,16,8,1,77,0
org.apache.tools.ant.types.Substitution,234,4,3,0,5,7,0,4,33,1
org.apache.tools.ant.taskdefs.cvslib.CvsUser,235,6,1,0,2,11,3,6,51,0
org.apache.tools.zip.ExtraFieldUtils,236,7,1,0,4,41,15,6,388,2
org.apache.tools.ant.filters.TailFilter,237,10,5,0,5,30,0,6,328,0
org.apache.tools.ant.taskdefs.optional.junit.Xalan2Executor,238,4,2,0,3,26,0,1,115,0
org.apache.tools.ant.taskdefs.Length,239,17,3,0,18,53,86,14,348,1
org.apache.tools.ant.types.selectors.SelectSelector,240,13,5,0,9,34,68,12,199,0
org.apache.tools.ant.listener.AnsiColorLogger,241,3,2,0,1,17,0,1,251,0
org.apache.tools.ant.taskdefs.optional.junit.CompoundEnumeration,242,3,1,0,1,7,0,3,58,0
org.apache.tools.ant.types.Quantifier,243,6,2,0,9,16,11,5,195,0
org.apache.tools.ant.taskdefs.optional.clearcase.ClearCase,244,13,3,13,24,45,46,9,189,0
org.apache.tools.ant.taskdefs.optional.clearcase.CCUnlock,245,13,4,0,7,37,66,9,184,0
org.apache.tools.ant.taskdefs.ResourceCount,246,8,3,0,7,25,12,8,133,0
org.apache.tools.ant.taskdefs.Concat,247,29,3,0,25,109,268,20,879,4
org.apache.tools.ant.util.ScriptRunnerCreator,248,3,1,0,6,17,0,2,156,0
org.apache.tools.ant.types.resources.comparators.Content,249,4,4,0,4,7,0,3,34,0
org.apache.tools.ant.taskdefs.optional.ssh.SSHUserInfo,250,20,1,0,5,21,130,20,125,0
org.apache.tools.ant.util.JavaEnvUtils,251,16,1,0,29,40,72,11,463,0
org.apache.tools.ant.util.XmlConstants,252,1,1,0,0,2,0,1,15,0
org.apache.tools.ant.taskdefs.Unpack,253,13,3,2,9,36,62,8,202,1
org.apache.tools.ant.taskdefs.optional.extension.ExtensionResolver,254,1,1,0,7,1,0,1,1,0
org.apache.tools.tar.TarUtils,255,8,1,0,1,14,28,8,271,0
org.apache.tools.zip.UnixStat,256,0,1,0,1,0,0,0,7,0
org.apache.tools.ant.types.resources.selectors.Type,257,5,1,0,6,10,0,4,74,0
org.apache.tools.ant.types.FileList,258,12,3,0,13,32,0,10,192,0
org.apache.tools.ant.taskdefs.optional.TraXLiaison,259,25,1,0,15,108,244,15,712,2
org.apache.tools.ant.ExitException,260,3,5,0,3,7,0,3,27,0
org.apache.tools.ant.taskdefs.optional.net.MimeMail,261,2,4,0,2,9,1,2,22,0
org.apache.tools.ant.launch.Locator,262,11,1,0,8,75,53,9,968,4
org.apache.tools.ant.taskdefs.optional.depend.constantpool.IntegerCPInfo,263,3,3,0,2,11,3,3,25,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Labelsync,264,9,4,0,5,20,28,9,156,0
org.apache.tools.ant.taskdefs.optional.dotnet.VisualBasicCompile,265,26,6,0,5,42,233,19,269,0
org.apache.tools.ant.taskdefs.optional.extension.JarLibAvailableTask,266,7,3,0,7,28,0,6,191,0
org.apache.tools.ant.DynamicElement,267,1,1,0,4,1,0,1,1,0
org.apache.tools.ant.taskdefs.email.Header,268,5,1,0,3,6,6,5,24,0
org.apache.tools.ant.taskdefs.Tstamp,269,6,3,0,5,27,3,4,135,0
org.apache.tools.ant.taskdefs.optional.sound.SoundTask,270,5,3,0,5,16,0,5,82,0
org.apache.tools.ant.taskdefs.optional.javacc.JJDoc,271,8,3,0,13,57,4,7,377,0
org.apache.tools.ant.types.selectors.modifiedselector.Cache,272,7,1,0,2,7,21,7,7,0
org.apache.tools.ant.types.TarFileSet,273,21,6,1,10,42,126,15,274,0
org.apache.tools.ant.taskdefs.optional.ejb.JonasDeploymentTool,274,28,2,0,12,97,302,16,1230,0
org.apache.tools.tar.TarConstants,275,0,1,0,1,0,0,0,25,0
org.apache.tools.ant.taskdefs.compilers.Sj,276,3,2,0,5,12,3,2,44,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Delete,277,3,4,0,4,10,0,3,55,0
org.apache.tools.ant.taskdefs.optional.EchoProperties,278,14,3,0,10,90,63,9,615,0
org.apache.tools.ant.taskdefs.condition.Http,279,4,2,0,4,15,0,4,105,0
org.apache.tools.ant.taskdefs.Rename,280,6,3,0,5,21,3,5,104,0
org.apache.tools.ant.taskdefs.optional.depend.ClassFileIterator,281,1,1,0,3,1,0,1,1,0
org.apache.tools.ant.taskdefs.Jikes,282,2,1,0,6,30,0,0,182,0
org.apache.tools.ant.taskdefs.optional.depend.constantpool.ConstantPoolEntry,283,7,1,7,14,24,11,7,124,0
org.apache.tools.ant.taskdefs.optional.perforce.P4OutputStream,284,4,2,0,2,12,0,3,68,0
org.apache.tools.ant.taskdefs.condition.Matches,285,8,2,0,6,15,6,8,122,0
org.apache.tools.ant.taskdefs.Exec,286,10,3,0,5,45,21,7,359,0
org.apache.tools.ant.taskdefs.optional.jsp.compilers.JspCompilerAdapter,287,4,1,0,5,4,6,4,4,0
org.apache.tools.ant.util.TaskLogger,288,6,1,0,1,8,0,6,43,0
org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter,289,13,1,0,7,40,58,11,292,0
org.apache.tools.ant.taskdefs.condition.FilesMatch,290,6,1,0,4,15,3,5,70,0
org.apache.tools.ant.taskdefs.optional.clearcase.CCRmtype,291,20,4,0,7,39,148,16,285,0
org.apache.tools.ant.util.PackageNameMapper,292,2,2,0,1,6,1,1,20,0
org.apache.tools.ant.types.selectors.SelectorUtils,293,18,1,0,10,47,145,15,1004,1
org.apache.tools.ant.taskdefs.optional.Javah,294,31,3,0,16,79,365,29,466,0
org.apache.tools.ant.taskdefs.LoadFile,295,2,4,0,3,5,1,2,12,0
org.apache.tools.ant.taskdefs.condition.HasMethod,296,12,2,0,7,37,44,9,231,0
org.apache.tools.ant.taskdefs.WhichResource,297,8,3,0,5,30,8,7,214,0
org.apache.tools.ant.types.resources.Difference,298,3,4,0,3,20,3,1,82,0
org.apache.tools.ant.taskdefs.optional.sound.AntSoundPlayer,299,14,1,0,4,43,81,11,230,0
org.apache.tools.ant.taskdefs.optional.j2ee.GenericHotDeploymentTool,300,11,2,1,8,27,21,9,94,0
org.apache.tools.ant.util.facade.ImplementationSpecificArgument,301,3,3,2,8,6,1,3,25,0
org.apache.tools.ant.taskdefs.Move,302,9,4,0,10,64,22,1,791,1
org.apache.tools.ant.taskdefs.condition.Equals,303,6,1,0,3,11,1,6,74,0
org.apache.tools.ant.types.Comparison,304,5,2,2,9,10,6,4,185,0
